IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
978-0415380829,ISBN,                Routledge,Fifty Contemporary Choreographers,"Bremser, M., & Sanders, L.",UCT,1st & 2nd semester,College of Music (Dance),MUZ2808H,,Recommended
978-0786426478,ISBN, McFarland & Company,Contact Improvisation: An introduction to a vitalizing dance form,"Pallant, C.",UCT,1st & 2nd semester,College of Music (Dance),MUZ4808W/4809H,,Recommended
978-0736041560,ISBN,Human Kinetics.,Conditioning for Dance,"Franklin, E.",UCT,1st & 2nd semester,College of Music (Dance),MUZ1804Z,,Recommended
978-0736041560,ISBN,Human Kinetics.,Conditioning for Dance,"Franklin, E.",UCT,1st & 2nd semester,College of Music (Dance),MUZ2804Z,,Recommended
978-0195386301,ISBN,College Edition,The Oxford History of Western Music,"R. Taruskin/C.H. Gibbs, ",UCT,1st & 2nd semester,College of Music (Dance),History of music courses,,Recommended
978-0393931259,ISBN,W. W. Norton & Company,A History of Western Music,J.P. Burkholder,UCT,1st & 2nd semester,College of Music (Dance),History of music courses,,Recommended
978-0-702-17109-3,ISBN,Juta,Admiralty Jurisdiction Law and Practice in South Africa (2nd),A Hofmeyr,UCT,1st semester,Commercial Law,CML 5624F ,15,Prescribed
978-0-409-04938-1,ISBN,LexisNexis,Basic Principles of Business Law,D Collier-Reed and K Lehmann,UCT,1st semester,Commercial Law,CML 1001F,800,Prescribed
978-0-702-18543-4,ISBN,Juta,Business Transactions Law (8th),RD Sharrock,UCT,1st & 2nd semester,Commercial Law,CML 4006W ,110,Recommended
978-0-702-18565-6,ISBN,Juta,Contemporary Company Law 2nd ed by F HI Cassim et al (Juta) (2ed),F HI Cassim,UCT,,Commercial Law,,,Prescribed
978-0-409-02944-4,ISBN,LexisNexis,General Principles of Insurance Law,MFB Reinecke et al,UCT,1st semester,Commercial Law,Insurance Law,15,Prescribed
978-1-775-78093-9,ISBN,Pearson,Labour Law in Context (Book edition 1st ),"Edited by Van Wyk, Le Roux and Govindjee",UCT,1st semester,Commercial Law,CML 2005F,150,Prescribed
978-1-775-78093-9,ISBN,Pearson,Labour Law in Context (Book edition 1st ),"Edited by Van Wyk, Le Roux and Govindjee",UCT,1st & 2nd semester,Commercial Law,CML 2005L,150,Prescribed
978-0-409-04944-2,ISBN,LexisNexis,Law@Work,"A van Niekerk, MA Christianson, M McGregor, N Smit, BPS van Eck",UCT,1st & 2nd semester,Commercial Law,CML 4004H,150,Recommended
,ISBN,Trento University Press,Rule of Law and Legal Complexity in the peoples of China (1st),Ignazio Castellucci,UCT,2nd semester,Commercial Law,CML 5687S,30,Prescribed
978-0-702-17946-4,ISBN,Juta,Shipping Law & Admiralty Jurisdiction in South Africa (2nd),J E Hare,UCT,1st semester,Commercial Law,CML 5624F ,15,Recommended
978-0-702-17946-4,ISBN,Juta,Shipping Law & Admiralty Jurisdiction in South Africa (2nd),J E Hare,UCT,1st semester,Commercial Law,CML 5625F ,25,Prescribed
978-0-702-17946-4,ISBN,Juta,Shipping Law & Admiralty Jurisdiction in South Africa (2nd),J E Hare,UCT,2nd semester,Commercial Law,CML 5626S ,25,Recommended
978-0-702-17946-4,ISBN,Juta,Shipping Law & Admiralty Jurisdiction in South Africa (2nd),J E Hare,UCT,1st semester,Commercial Law,International Trade and Maritime Law,30,Recommended
978-0-702-19548-8,ISBN,Juta,The Law of Business Structures (1st ed),F Cassim and 5 others,UCT,1st semester,Commercial Law,CML 2001F,600,Prescribed
978-0-409-02275-9,ISBN,LexisNexis,The Law of Intellectual Property in South Africa,"Klopper, Pistorius, Rutherford, Van der Spuy, Tong, Van der Merwe",UCT,1st & 2nd semester,Commercial Law,"CML4503F, CML4504S",35,Prescribed
         978-0-620-49686-5,ISBN,SAGA Legal Publications CC,The South African Law of International Trade Selected Topics (3rd),J P van Niekerk & W G Schulze,UCT,2nd semester,Commercial Law,CML 5673S ,25,Recommended
978-0-132-83031-7,ISBN,Addison Wesley Publishing Company,Absolute Java (International 5th Edition),Walter Savitch,UCT,2nd semester,Computer Science,CSC1016S,340,Prescribed
978-0-132-83031-7,ISBN,Addison Wesley Publishing Company,Absolute Java (International 5th Edition),Walter Savitch,UCT,1st & 2nd semester,Computer Science,CSC1011H,340,Prescribed
978-0-072-22897-7,ISBN,McGraw-Hill / Osborne Media,C++ from the Ground Up (3rd),Herbert Schildt,UCT,1st & 2nd semester,Computer Science,CSC3022H,40,Recommended
978-0-321-22735-5,ISBN,Addison-Wesley,Computer Networking: A top-down approach featuring the Internet,J F Kurose & K W Ross,UCT,1st semester,Computer Science, CSC3002F,150,Prescribed
978-0-124-07726-3,ISBN,Morgan Kaufmann,Computer Organization and Design: The Hardware/Software Interface (5th),David A Patterson & John L Hennessy,UCT,2nd semester,Computer Science,CSC2002S,186,Recommended
978-0-133-00167-9,ISBN,Pearson,Data Structures and Problem Solving Using Java,Mark Allen Weiss,UCT,1st semester,Computer Science,CSC2001F,240,Prescribed
978-0-321-54140-6,ISBN,Addison Wesley Publishing Company,Data Structures and Problem Solving using Java (4th),Mark Allen Weiss,UCT,1st semester,Computer Science,CSC2001F,240,Prescribed
978-1-598-22034-6,ISBN,Jones & Bartlett Learning,Game Design Foundations (2nd),Roger E Pedersen,UCT,2nd semester,Computer Science,CSC2003S,65,Recommended
978-0-273-75226-4,ISBN,Pearson,Interactive Computer Graphics: A Top-Down Approach with Shader-Based OpenGL 6th,"Edward Angel, Dave Shreiner",UCT,1st & 2nd semester,Computer Science,CSC3020H,30,Recommended
978-0-132-31681-1,ISBN,Pearson,Introduction to the Design and Analysis of Algorithms: International Edition (3rd),Anany Levitin,UCT,2nd semester,Computer Science,CSC3003S,105,Prescribed
978-1-556-22963-3,ISBN,"Wordware Publishing, Inc",Java 1.4 Game Programming,Andrew Mulholland & Glenn Murphy,UCT,2nd semester,Computer Science,CSC2003S,65,Recommended
978-0-471-69466-3,ISBN,John Wiley & Sons,Operating System Concepts (7th),"A Silberschatz, G Gagne, P B Galvin",UCT,1st semester,Computer Science,CSC3002F,150,Prescribed
978-1-590-28241-0,ISBN,"Franklin, Beedle & Associates",Python Programming: An Introduction to Computer Science (2nd),John Zelle,UCT,1st semester,Computer Science,CSC1015F,500,Prescribed
978-1-590-28241-0,ISBN,"Franklin, Beedle & Associates",Python Programming: An Introduction to Computer Science (2nd),John Zelle,UCT,1st semester,Computer Science,CSC1017F,170,Prescribed
978-0-262-24045-1,ISBN,The MIT Press,Rules of Play : Game Design Fundamentals,Katie Salen & Eric Zimmerman,UCT,2nd semester,Computer Science,CSC2003S,65,Recommended
978-0-137-03515-1,ISBN,Addison-Wesley,Software Engineering (9th),Ian Sommerville,UCT,1st semester,Computer Science,CSC2001F,240,Recommended
978-0-201-76791-9,ISBN,Addison-Wesley,Software Engineering and Computer Games (1st),Rudy Rucker,UCT,2nd semester,Computer Science,CSC2003S,65,Recommended
978-0-071-28918-4,ISBN,Academic Press,An Inroduction to Probability and Statistical Inference,George Roussas,UCT,1st semester,Construction Economics and Management,CON3034F,175,Prescribed
978-1-111-57680-6,ISBN,Cengage Learning,An Introduction to Mechanical Engineering,"Jonathan Wickert, Kemper Lewis",UCT,1st & 2nd semester,Construction Economics and Management,CON1004W,65,Prescribed
978-1-405-18854-8,ISBN,"Blackwell Publishing, UK",Barry's Introduction to Construction of Buildings,"Stephen Emmitt, Christopher Gorse",UCT,1st & 2nd semester,Construction Economics and Management,CON1004W,65,Prescribed
978-1-118-65858-1,ISBN,John Wiley & Sons,Barry's Introduction to Construction of Buildings,"Stephen Emmitt, Christopher Gorse",UCT,1st & 2nd semester,Construction Economics and Management,CON1018W,45,Prescribed
978-1-118-65858-1,ISBN,John Wiley & Sons,Barry's Introduction to Construction of Buildings,"Stephen Emmitt, Christopher Gorse",UCT,1st & 2nd semester,Construction Economics and Management,CON2006W,100,Recommended
978-1-405-18854-8,ISBN,"Blackwell Publishing, UK",Barry's Introduction to Construction of Buildings,"Stephen Emmitt, Christopher Gorse",UCT,1st & 2nd semester,Construction Economics and Management,CON2022W,65,Prescribed
978-1-405-18854-8,ISBN,"Blackwell Publishing, UK",Barry's Introduction to Construction of Buildings,"Emmitt, S. and Gorse, C.",UCT,1st & 2nd semester,Construction Economics and Management,CON3012W,60,Prescribed
978-0-582-31612-6,ISBN,Juta / Anglo-Rand Publication: Muld.,Building Construction and Graphic Standards,A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON1004W,65,Prescribed
978-0-582-31612-6,ISBN,Juta / Anglo-Rand Publication: Muld.,Building Construction and Graphic Standards,A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON1018W,45,Prescribed
9780702127588,ISBN,Juta Cape Town,"Sanitary Plumbing Services in SA, 3rd Edition","Clark, B. H.",UCT,1st & 2nd semester,Construction Economics and Management,CON1004W,65,Prescribed
978-0-582-31612-6,ISBN,Juta / Anglo-Rand Publication: Muld.,Building Construction and Graphic Standards,A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON2022W,65,
978-0-582-31612-6,ISBN,Juta / Anglo-Rand Publication: Muld.,Building Construction and Graphic Standards,A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON3012W,60,
978-0-582-31612-6,ISBN,Juta / Anglo-Rand Publication: Muld.,Building Construction and Graphic Standards,A Grobbelaar and The Publishers,UCT,2nd semester,Construction Economics and Management,CON4048S,30,
978-0-620-07787-3,ISBN,Juta,Building Construction and Graphic Standards (6th Edition),A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON2022W,65,Prescribed
978-0-620-07787-3,ISBN,Juta,Building Construction and Graphic Standards (6th Edition),A Grobbelaar and The Publishers,UCT,1st & 2nd semester,Construction Economics and Management,CON2029S,45,Recommended
978-0-727-72596-7,ISBN,Thomas Telford,Building Innovation: Complex constructs in a changing world,David Gann,UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,32,Recommended
978-0-470-67217-4,ISBN,Pearson/Addison,Computer Networking: A Top-Down Approach Featuring the Internet,James Kurose & Keith Ross,UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,60,Prescribed
978-1-405-15648-6,ISBN,John Wiley & Sons,Construction Innovation and Process Improvement,"Akintola Akintoye, Jack Goulding, Girma Zawdie",UCT,1st & 2nd semester,Construction Economics and Management,CON1018W,45,Recommended
978-0-750-61229-6,ISBN,Architectural Press,Construction into Design: The influence of new methods of construction on architectural design 1690-1990,James Strike,UCT,1st & 2nd semester,Construction Economics and Management,CON1018W,45,Recommended
978-1-118-44067-4,ISBN,Wiley-Blackwell,Construction Management – New directions (3rd Edition),"McGeorge, D., and Zou, P.",UCT,2nd semester,Construction Economics and Management,CON2020S ,57,Recommended
978-1-118-44067-4,ISBN,Wiley-Blackwell,Construction Management – New directions (3rd Edition),"McGeorge, D., and Zou, P.",UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,65,
978-1-118-44067-4,ISBN,Wiley-Blackwell,Construction Management – New directions (3rd Edition),"McGeorge, D., and Zou, P.",UCT,2nd semester,Construction Economics and Management,CON3039S,57,
978-1-444-31430-4,ISBN,John Wiley & Sons,Construction Management in Practice,"Richard F. Fellows, David Langford, Robert Newcombe, Sydney Urry",UCT,2nd semester,Construction Economics and Management,CON2020S,57,Recommended
978-1-444-31430-4,ISBN,John Wiley & Sons,Construction Management in Practice,"Richard F. Fellows, David Langford, Robert Newcombe, Sydney Urry",UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,65,
978-1-444-31430-4,ISBN,John Wiley & Sons,Construction Management in Practice,"Richard F. Fellows, David Langford, Robert Newcombe, Sydney Urry",UCT,2nd semester,Construction Economics and Management,CON3039S,57,
978-1-405-15648-6,ISBN,John Wiley & Sons,Construction management strategies: a theory of construction management,"Radosavljevic, M., and Bennett, J.",UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,65,Recommended
978-1-405-15648-6,ISBN,John Wiley & Sons,Construction management strategies: a theory of construction management,"Radosavljevic, M., and Bennett, J.",UCT,1st & 2nd semester,Construction Economics and Management,CON4049S,65,Recommended
978-0-470-67217-4,ISBN,Prentice Hall,Digital Communications - Fundamentals & Applications Chapters 1 - 4,Bernard Sklar,UCT,2nd semester,Construction Economics and Management,CON2020S,57,Prescribed
978-0-470-67217-4,ISBN,Prentice Hall,Digital Communications - Fundamentals & Applications Chapters 1 - 4,Bernard Sklar,UCT,2nd semester,Construction Economics and Management,CON2029S,45,
978-0-470-67217-4,ISBN,Prentice Hall,Digital Communications - Fundamentals & Applications Chapters 1 - 4,Bernard Sklar,UCT,2nd semester,Construction Economics and Management,CON3030S,60,
978-0-470-67217-4,ISBN,Prentice Hall,Digital Communications - Fundamentals & Applications Chapters 1 - 4,Bernard Sklar,UCT,2nd semester,Construction Economics and Management,CON3039S,57,
978-0-750-68616-7,ISBN,Elsevier Butterworth Heinemann,Estimating and Tendering for Construction Work (3rd),Martin Brook,UCT,2nd semester,Construction Economics and Management,CON3030S,60,Recommended
978-0-750-64271-2,ISBN,Elsevier Butterworth Heinemann,Estimating for Builders & Surveyors (2nd),Buchan,UCT,2nd semester,Construction Economics and Management,CON3030S,60,Recommended
978-0-750-60510-6,ISBN,Butterworth-Heinemann: Oxford,Introduction to Building Management (6th Edition),"Calvert, R. E., Bailey, G., and Coles, D.",UCT,2nd semester,Construction Economics and Management,CON2020S,57,Recommended
978-0-470-67217-4,ISBN,Wiley-Blackwell,Modern Construction Management (7th Edition),"Frank Harris, Ronald McCaffer with Francis Edum-Fotwe",UCT,1st & 2nd semester,Construction Economics and Management,CON3038W,65,Recommended
978-0-632-04262-3,ISBN,"Blackwell Publishing, UK",Principles of structures,"Hanaor, A.",UCT,1st & 2nd semester,Construction Economics and Management,CON1004W,65,Prescribed
978-0-582-31612-6,ISBN,Pearson,Property Investment: Principles & Practice of Portfolio Management,Martin Hoesli & Bryan D. MacGregor,UCT,2nd semester,Construction Economics and Management,CON4048S,30,Prescribed
978-0-073-37733-9,ISBN,McGraw Hill,Real Estate Finance and Investments (14th Edition),Brueggman & Fisher,UCT,1st semester,Construction Economics and Management,CON3034F,55,Prescribed
978-0-745-01159-2,ISBN,Prentice Hall,A Primer in Game Theory,Robert Gibbons,UCT,1st semester,Economics,ECO4007F,80,Prescribed
978-0-073-51137-5,ISBN,McGraw Hill,Advanced Macroeconomics,"Romer, D",UCT,1st semester,Economics,ECO4006F,220,Recommended
978-0-073-51137-5,ISBN,McGraw Hill,Advanced Macroeconomics,"Romer, D",UCT,1st semester,Economics,ECO4006F & ECO4007F,220,Prescribed
978-0-393-92652-1,ISBN,WW Norton and Company,Economics of Development (7th),"Dwight Heald Perkins, Steven C. Radelet, David L. Lindauer",UCT,2nd semester,Economics,ECO2008S,70,Prescribed
978-1-770-25503-6,ISBN,Pearson,"Economics, Global and South African Perspectives",Parkin,UCT,1st semester,Economics,ECO1010F,1350,Prescribed
978-1-770-25503-6,ISBN,Pearson,"Economics, Global and South African Perspectives",Parkin,UCT,1st semester,Economics,ECO1011F,340,Prescribed
978-1-770-25503-6,ISBN,Pearson,"Economics, Global and South African Perspectives",Parkin,UCT,1st semester,Economics,ECO1011S,340,Prescribed
978-1-770-25503-6,ISBN,Pearson,"Economics, Global and South African Perspectives",Parkin,UCT,1st semester,Economics,ECO1110F,180,Prescribed
978-1-770-25503-6,ISBN,Pearson,"Economics, Global and South African Perspectives",Parkin,UCT,1st semester,Economics, ECO1110H,,Prescribed
978-0-321-56632-4,ISBN,Pearson,Essential foundations of Economics (6th),Bade & Parkin,UCT,1st semester,Economics,ECO1006F,60,Prescribed
978-0-262-15047-7,ISBN,MIT Press,Foundations for International MacroEconomics,Maurice Obstfeld and Ken Rogoff,UCT,2nd semester,Economics,ECO4013S,80,Recommended
978-0-071-23823-6,ISBN,McGraw-Hill,Fundamental Methods of Mathematical Economics,"Alpha Chung-i Chiang, Kevin Wainwright",UCT,1st semester,Economics,"ECO4112F, ECO3021S",440,Prescribed
978-0-393-11751-6,ISBN,WW Norton and Company,"Games of Strategy, 3rd Edition","Dixit, Skeath and Reiley",UCT,2nd semester,Economics,ECO2007S,750,Prescribed
978-0-123-86549-6,ISBN,Elsevier Science & Technology Books,Intermediate Financial theory,"Jean-Pierre Danthine, John B. Donaldson",UCT,2nd semester,Economics,ECO4053S,30,Prescribed
978-0-393-93424-3,ISBN,WW Norton and Company,Intermediate Microeconomics: A Modern Approach (8th),Hal R Varian,UCT,1st semester,Economics,ECO3020F,480,Prescribed
978-0-321-55398-0,ISBN,Pearson Addison-Wesley,International Economics: Theory and Policy (9th),"Paul R. Krugman, Maurice Obstfeld",UCT,1st semester,Economics,ECO3024F,250,Prescribed
978-0-077-11786-3,ISBN,McGraw-Hill,Introducing Advanced Macroeconomics:  Growth and Business Cycles,"Peter Birch Sørensen, Hans Jørgen Whitta-Jacobsen",UCT,1st semester,Economics,ECO4006F,80,Prescribed
978-0-262-03286-5,ISBN,MIT Press,Introduction to Industrial Organization,Luís M. B. Cabral,UCT,2nd semester,Economics,ECO4032S,15,Prescribed
978-1-111-53104-1,ISBN,Cengage,"Introductory Econometrics, 5th Edition",Jeffrey Wooldridge,UCT,2nd semester,Economics,ECO3021S,350,Prescribed
978-1-111-53104-1,ISBN,Cengage Learning,Introductory Econometrics:  a modern approach,Jeffrey Wooldridge,UCT,1st semester,Economics,ECO4016F,80,Prescribed
978-0-132-15986-9,ISBN,Prentice Hall,Macroeconomics,Olivier Blanchard,UCT,2nd semester,Economics,ECO2004S,850,Prescribed
